1 541 0.00927495
1 542 -8.94115e-007
1 543 -0.999957
1 544 -3.19881e-008
1 545 -1.54544e-008
1 546 -2.99457e-010
1 2485 -0.00927495
1 2486 8.94115e-007
1 2487 0.999957
1 2488 1.1963e-008
1 2489 -8.93211e-009
1 2490 1.10332e-010
2 541 -8.29288e-009
2 542 -1
2 543 8.94077e-007
2 544 0.0999956
2 545 -1.11542e-005
2 546 0.000929401
2 2485 8.29288e-009
2 2486 1
2 2487 -8.94077e-007
2 2488 0.0999957
2 2489 -6.89257e-006
2 2490 0.000926344
3 541 0.999957
3 543 0.00927495
3 544 1.10247e-005
3 545 0.0999999
3 546 1.39837e-005
3 2485 -0.999957
3 2487 -0.00927495
3 2488 6.84134e-006
3 2489 0.1
3 2490 5.56183e-006
4 1099 -0.864209
4 1100 -7.94984e-005
4 1101 0.503134
4 1102 2.18062e-009
4 1103 -5.55699e-009
4 1104 3.74578e-009
4 1825 0.864209
4 1826 7.94984e-005
4 1827 -0.503134
4 1828 -1.56897e-009
4 1829 6.20231e-010
4 1830 -2.69486e-009
5 1099 6.87032e-005
5 1100 -1
5 1101 -3.99983e-005
5 1102 -0.0503106
5 1103 2.50519e-006
5 1104 -0.0864225
5 1825 -6.87032e-005
5 1826 1
5 1827 3.99983e-005
5 1828 -0.0503123
5 1829 -6.70462e-006
5 1830 -0.0864215
6 1099 -0.503134
6 1101 -0.864209
6 1102 1.01116e-006
6 1103 0.1
6 1104 2.31012e-006
6 1825 0.503134
6 1827 0.864209
6 1828 -1.41491e-005
6 1829 0.1
6 1830 4.79175e-007
7 679 0.478311
7 680 4.26218e-005
7 681 0.878191
7 682 -2.58454e-008
7 683 2.21305e-008
7 684 1.4074e-008
7 769 -0.478311
7 770 -4.26218e-005
7 771 -0.878191
7 772 1.20311e-008
7 773 -9.43511e-010
7 774 -6.5532e-009
8 679 2.03865e-005
8 680 -1
8 681 3.74301e-005
8 682 -0.0878216
8 683 8.58744e-006
8 684 0.0478265
8 769 -2.03865e-005
8 770 1
8 771 -3.74301e-005
8 772 -0.0878182
8 773 -8.50886e-006
8 774 0.0478327
9 679 -0.878191
9 681 0.478311
9 682 5.60339e-006
9 683 0.1
9 684 -7.66616e-006
9 769 0.878191
9 771 -0.478311
9 772 -1.59609e-006
9 773 0.1
9 774 1.48585e-005
10 301 0.722323
10 302 5.89745e-005
10 303 0.691556
10 304 7.7219e-009
10 305 1.31854e-008
10 306 -8.06594e-009
10 2593 -0.722323
10 2594 -5.89745e-005
10 2595 -0.691556
10 2596 2.93949e-010
10 2597 5.21383e-009
10 2598 -3.06934e-010
11 301 4.25986e-005
11 302 -1
11 303 4.07842e-005
11 304 -0.0691689
11 305 5.08287e-006
11 306 0.0722196
11 2593 -4.25986e-005
11 2594 1
11 2595 -4.07842e-005
11 2596 -0.0691543
11 2597 -9.15982e-006
11 2598 0.0722336
12 301 -0.691556
12 303 0.722323
12 304 -9.58312e-006
12 305 0.1
12 306 -1.62164e-005
12 2593 0.691556
12 2595 -0.722323
12 2596 -5.33507e-006
12 2597 0.1
12 2598 7.5732e-006
13 3247 -0.786237
13 3248 -0.0526223
13 3249 0.61568
13 3250 -2.07417e-009
13 3251 -4.16862e-008
13 3252 -6.21419e-009
13 4153 0.786237
13 4154 0.0526223
13 4155 -0.61568
13 4156 1.07208e-010
13 4157 3.75586e-008
13 4158 3.34482e-009
14 3247 0.041431
14 3248 -0.998614
14 3249 -0.0324434
14 3250 -0.0616521
14 3251 1.1427e-006
14 3252 -0.0787339
14 4153 -0.041431
14 4154 0.998614
14 4155 0.0324434
14 4156 -0.0616505
14 4157 -2.2085e-006
14 4158 -0.078735
15 3247 -0.616534
15 3249 -0.787328
